"No.","Time","Source","Destination","Protocol","Length","Info"
"3594","16.235112","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3595","16.235112","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3596","16.235112","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3597","16.235112","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3598","16.235112","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3599","16.235356","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3600","16.237418","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3601","16.237877","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3602","16.238312","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3603","16.241454","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3604","16.241454","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3605","16.241906","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3606","16.242335","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3607","16.242335","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3608","16.242335","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3609","16.242335","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3610","16.255056","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3611","16.259404","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3612","16.259404","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3613","16.259404","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3614","16.259404","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3615","16.259404","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3616","16.259404","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3617","16.259404","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3618","16.259404","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3619","16.259404","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3620","16.259404","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3621","16.259404","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3622","16.259766","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3623","16.271082","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"3624","16.447013","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3625","16.447456","142.250.4.102","192.168.43.144","QUIC","135","Protected Payload (KP0)"
"3626","16.447456","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3627","16.448837","192.168.43.144","142.250.4.102","QUIC","77","Protected Payload (KP0), DCID=aa3ba8c42b532fc9"
"3628","16.455089","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"3629","16.481717","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3630","16.482021","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3631","16.484994","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3632","16.485787","142.250.4.102","192.168.43.144","QUIC","67","Protected Payload (KP0)"
"3633","16.485787","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3634","16.485787","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3635","16.485787","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3636","16.485787","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3637","16.488652","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3638","16.488876","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3639","16.489490","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3640","16.489490","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3641","16.489490","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3642","16.489490","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3643","16.492264","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3644","16.498490","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3645","16.498704","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3646","16.502990","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3647","16.510169","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3648","16.510169","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3649","16.510169","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3650","16.510169","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3651","16.510169","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3652","16.510169","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3653","16.510169","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3654","16.510169","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3655","16.510169","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3656","16.510169","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3657","16.510169","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3658","16.510494","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3659","16.510852","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3660","16.511001","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3661","16.511001","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3662","16.511001","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3663","16.511001","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3664","16.512493","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3665","16.513350","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3666","16.513350","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3667","16.513350","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3668","16.513350","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3669","16.513748","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3670","16.513886","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3671","16.516416","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3672","16.517054","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3673","16.517054","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3674","16.517054","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3675","16.520277","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3676","16.522403","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3677","16.522403","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3678","16.522403","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3679","16.522403","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3680","16.522403","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3681","16.522685","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3682","16.534100","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3683","16.534100","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3684","16.534100","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3685","16.534100","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3686","16.536120","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3687","16.537582","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3688","16.537582","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3689","16.537582","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3690","16.537582","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3691","16.537582","142.250.4.102","192.168.43.144","QUIC","135","Protected Payload (KP0)"
"3692","16.537582","142.250.4.102","192.168.43.144","QUIC","69","Protected Payload (KP0)"
"3693","16.537582","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3694","16.537582","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3695","16.537582","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3696","16.537808","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3697","16.537925","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3698","16.537990","192.168.43.144","142.250.4.102","QUIC","75","Protected Payload (KP0), DCID=aa3ba8c42b532fc9"
"3699","16.551105","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"3700","16.580102","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3701","16.583546","142.250.4.102","192.168.43.144","QUIC","135","Protected Payload (KP0)"
"3702","16.583671","142.250.4.102","192.168.43.144","QUIC","71","Protected Payload (KP0)"
"3703","16.583741","192.168.43.144","142.250.4.102","QUIC","77","Protected Payload (KP0), DCID=aa3ba8c42b532fc9"
"3704","16.591116","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"3705","16.608962","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3706","16.613743","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3707","16.616759","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"3708","16.616918","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3709","16.617676","114.125.240.19","192.168.43.144","UDP","69","443  >  57846 Len=27"
"3710","16.617676","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3711","16.617676","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3712","16.626874","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3713","16.627080","192.168.43.144","114.125.240.19","UDP","80","57846  >  443 Len=38"
"3714","16.627150","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3715","16.630530","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3716","16.630892","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3717","16.631417","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3718","16.632702","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3719","16.632702","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3720","16.632702","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3721","16.632702","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3722","16.632702","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3723","16.632702","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3724","16.633002","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3725","16.636286","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3726","16.636286","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3727","16.636286","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3728","16.636286","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3729","16.647061","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"3730","16.653173","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3731","16.653664","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3732","16.653664","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3733","16.663120","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"3734","16.670943","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3735","16.679078","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"3736","16.687085","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3737","16.695092","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"3738","16.755192","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3739","16.767167","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"3740","16.844449","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3741","16.845003","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3742","16.845003","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3743","16.845003","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3744","16.848781","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3745","16.849197","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3746","16.850110","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3747","16.850922","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3748","16.850922","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3749","16.850922","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3750","16.851150","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3751","16.851161","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3752","16.863135","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"3753","16.870487","192.168.43.26","224.0.0.251","MDNS","103","Standard query 0x0007 PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"3754","16.920924","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3755","16.923947","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3756","16.935155","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"3757","16.943433","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3758","16.951168","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"3759","16.964600","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3760","16.969635","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3761","16.972798","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3762","16.972976","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3763","16.973490","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3764","16.973490","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3765","16.973490","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3766","16.981699","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3767","16.981902","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3768","16.983118","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3769","16.984807","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3770","16.985430","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3771","16.985430","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3772","16.985430","142.250.4.102","192.168.43.144","QUIC","73","Protected Payload (KP0)"
"3773","16.986417","142.250.4.102","192.168.43.144","QUIC","67","Protected Payload (KP0)"
"3774","16.986417","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3775","16.986417","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3776","16.986417","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3777","16.986417","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3778","16.986417","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3779","16.986595","192.168.43.144","142.250.4.102","QUIC","79","Protected Payload (KP0), DCID=aa3ba8c42b532fc9"
"3780","16.989678","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3781","16.989678","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3782","16.989678","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3783","16.989899","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3784","16.992440","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3785","16.993052","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3786","16.993052","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3787","16.993052","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3788","16.996155","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3789","16.996452","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3790","16.996682","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3791","17.004698","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3792","17.004901","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3793","17.005443","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3794","17.005443","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3795","17.005443","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3796","17.010263","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3797","17.010263","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3798","17.010263","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3799","17.010263","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3800","17.010263","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3801","17.010263","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3802","17.010263","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3803","17.010263","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3804","17.010263","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3805","17.010263","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3806","17.010607","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3807","17.011799","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3808","17.011799","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3809","17.011799","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3810","17.011799","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3811","17.011799","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3812","17.011799","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3813","17.011799","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3814","17.012062","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3815","17.018840","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3816","17.020509","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3817","17.020509","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3818","17.020509","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3819","17.022160","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3820","17.022656","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3821","17.022656","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3822","17.025564","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3823","17.025768","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3824","17.029756","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3825","17.029756","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3826","17.029756","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3827","17.029756","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3828","17.030414","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3829","17.030414","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3830","17.030414","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3831","17.033555","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3832","17.033555","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3833","17.033555","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3834","17.033555","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3835","17.033839","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3836","17.036267","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3837","17.037142","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3838","17.037142","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3839","17.037142","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3840","17.037142","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3841","17.037142","114.125.240.19","192.168.43.144","UDP","68","443  >  57846 Len=26"
"3842","17.047186","192.168.43.144","114.125.240.19","UDP","81","57846  >  443 Len=39"
"3843","17.124481","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3844","17.125697","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3845","17.125697","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3846","17.125697","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3847","17.127880","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3848","17.135144","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3849","17.294112","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3850","17.294112","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3851","17.294112","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3852","17.294112","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3853","17.303148","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3854","17.305002","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3855","17.319185","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3856","17.327180","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3857","17.407175","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3858","17.408103","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3859","17.408103","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3860","17.410641","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3861","17.411083","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3862","17.411083","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3863","17.415206","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3864","17.420492","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3865","17.420941","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3866","17.421507","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3867","17.421507","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3868","17.422426","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3869","17.422426","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3870","17.422426","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3871","17.422426","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3872","17.430019","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3873","17.430019","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3874","17.430019","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3875","17.430019","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3876","17.430019","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3877","17.430019","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3878","17.430019","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3879","17.430019","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3880","17.430304","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3881","17.431890","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3882","17.432325","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3883","17.432816","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3884","17.432816","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3885","17.432950","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3886","17.433305","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3887","17.433305","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3888","17.443750","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3889","17.443977","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3890","17.444398","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3891","17.444398","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3892","17.444398","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3893","17.448431","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3894","17.448431","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3895","17.448431","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"3896","17.451395","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
