"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"2","0.000197","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"3","0.000259","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"4","0.003553","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"5","0.003758","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"6","0.004227","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"7","0.004227","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"8","0.007286","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"9","0.007515","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"10","0.007918","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"11","0.007918","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"12","0.007918","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"13","0.010250","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"14","0.010250","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"15","0.010250","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"16","0.010250","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"17","0.011737","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"18","0.021876","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"19","0.024382","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"20","0.024382","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"21","0.024382","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"22","0.026551","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"23","0.031687","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"24","0.031687","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"25","0.031687","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"26","0.031893","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"27","0.034569","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"28","0.034903","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"29","0.037971","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"30","0.038288","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"31","0.045875","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"32","0.046360","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"33","0.052406","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"34","0.052406","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"35","0.052406","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"36","0.053894","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"37","0.061113","192.168.43.26","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"38","0.081436","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"39","0.081664","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"40","0.082059","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"41","0.093900","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"42","0.110184","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"43","0.110743","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"44","0.116906","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"45","0.117134","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"46","0.117285","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"47","0.155610","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"48","0.155914","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"49","0.160555","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"50","0.165871","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"51","0.285904","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"52","0.308916","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"53","0.312227","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"54","0.315940","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"55","0.316110","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"56","0.316312","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"57","0.323976","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"58","0.324148","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"59","0.324646","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"60","0.324646","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"61","0.324646","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"62","0.327780","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"63","0.328496","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"64","0.328496","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"65","0.328496","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"66","0.331852","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"67","0.332099","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"68","0.332649","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"69","0.332649","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"70","0.332649","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"71","0.332649","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"72","0.336853","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"73","0.337203","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"74","0.341848","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"75","0.343847","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"76","0.344235","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"77","0.344791","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"78","0.344791","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"79","0.344791","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"80","0.354832","192.168.43.26","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"81","0.354832","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"82","0.354832","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"83","0.354832","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"84","0.354832","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"85","0.355119","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"86","0.365846","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"87","0.385325","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"88","0.385325","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"89","0.386295","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"90","0.397833","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"91","0.403378","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"92","0.406904","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"93","0.409040","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"94","0.409040","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"95","0.413896","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"96","0.415927","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"97","0.416161","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"98","0.421822","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"99","0.422137","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"100","0.422485","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"101","0.425841","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"102","0.426041","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"103","0.426116","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"104","0.426621","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"105","0.427004","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"106","0.427550","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"107","0.427550","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"108","0.430643","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"109","0.430643","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"110","0.430643","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"111","0.430643","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"112","0.430643","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"113","0.430643","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"114","0.430643","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"115","0.430915","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"116","0.437966","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"117","0.439826","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"118","0.440444","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"119","0.440444","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"120","0.440444","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"121","0.448101","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"122","0.448449","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"123","0.449212","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"124","0.457307","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"125","0.457509","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"126","0.464763","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"127","0.475309","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"128","0.475511","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"129","0.475753","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"130","0.475753","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"131","0.476045","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"132","0.485986","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"133","0.488425","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"134","0.488425","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"135","0.488425","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"136","0.488425","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"137","0.496903","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"138","0.497118","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"139","0.497124","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"140","0.497774","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"141","0.509966","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"142","0.652465","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"143","0.656265","192.168.43.26","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"144","0.656488","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"145","0.656488","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"146","0.659980","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"147","0.660194","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"148","0.665986","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"149","0.666767","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"150","0.666767","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"151","0.666767","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"152","0.666767","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"153","0.674942","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"154","0.675174","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"155","0.675317","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"156","0.675317","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"157","0.678350","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"158","0.685935","192.168.43.144","114.125.240.19","UDP","81","57846  >  443 Len=39"
"159","0.850651","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"160","0.850914","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"161","0.851258","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"162","0.854289","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"163","0.861930","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"164","0.871284","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"165","0.871939","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"166","0.872165","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"167","0.877832","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"168","0.880773","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"169","0.880941","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"170","0.880941","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"171","0.881132","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"172","0.881132","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"173","0.889680","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"174","0.889989","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"175","0.890145","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"176","0.893073","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"177","0.893809","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"178","0.901116","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"179","0.901327","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"180","0.901409","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"181","0.901734","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"182","0.902035","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"183","0.905447","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"184","0.905694","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"185","0.906166","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"186","0.906166","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"187","0.909963","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"188","0.914504","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"189","0.914896","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"190","0.914896","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"191","0.916957","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"192","0.917182","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"193","0.918001","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"194","0.918374","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"195","0.918374","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"196","0.925970","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"197","0.937711","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"198","0.938045","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"199","0.938503","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"200","0.938918","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"201","0.939308","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"202","0.939591","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"203","0.942336","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"204","0.942336","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"205","0.942336","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"206","0.942336","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"207","0.942336","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"208","0.942589","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"209","0.945646","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"210","0.949910","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"211","0.951481","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"212","0.951997","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"213","0.951997","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"214","0.966025","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"215","1.004163","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"216","1.014001","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"217","1.091807","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"218","1.092229","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"219","1.101975","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"220","1.107850","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"221","1.108273","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"222","1.112338","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"223","1.112635","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"224","1.118004","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"225","1.122821","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"226","1.123131","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"227","1.133938","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"228","1.141313","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"229","1.146755","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"230","1.146755","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"231","1.146755","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"232","1.149941","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"233","1.157666","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"234","1.158249","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"235","1.158249","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"236","1.158249","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"237","1.166039","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"238","1.173991","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"239","1.181963","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"240","1.195466","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"241","1.195816","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"242","1.198857","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"243","1.199057","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"244","1.205950","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"245","1.217907","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"246","1.229932","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"247","1.236756","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"248","1.236949","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"249","1.245966","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"250","1.251333","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"251","1.261964","192.168.43.144","114.125.240.19","UDP","81","57846  >  443 Len=39"
"252","1.300063","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"253","1.300490","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"254","1.303469","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"255","1.303907","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"256","1.303907","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"257","1.309894","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"258","1.347161","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"259","1.347812","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"260","1.347812","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"261","1.347812","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"262","1.357960","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"263","1.483139","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"264","1.483531","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"265","1.494521","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"266","2.278074","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"267","2.457620","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"268","2.460955","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"269","2.470020","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"270","2.671640","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"271","2.682587","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"272","2.682587","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"273","2.682824","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"274","2.685306","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"275","2.694057","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"276","3.154833","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"277","3.155183","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"278","3.166157","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"279","3.354515","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"280","3.354832","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"281","3.366154","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"282","3.413737","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"283","3.421812","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"284","3.421812","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"285","3.422038","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"286","3.422347","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"287","3.422347","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"288","3.422347","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"289","3.427811","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"290","3.428398","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"291","3.428398","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"292","3.428398","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"293","3.430093","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"294","3.433700","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"295","3.433700","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"296","3.443770","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"297","3.443770","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"298","3.443988","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"299","3.447149","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"300","3.447149","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"301","3.447149","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"302","3.447149","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"303","3.447149","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"304","3.447149","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"305","3.447149","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"306","3.454199","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"307","3.528638","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"308","3.542147","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
"309","3.554048","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"310","3.563522","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"311","3.563721","192.168.43.144","114.125.240.19","UDP","75","57846  >  443 Len=33"
"312","3.611671","114.125.240.19","192.168.43.144","UDP","1292","443  >  57846 Len=1250"
"313","3.622116","192.168.43.144","114.125.240.19","UDP","76","57846  >  443 Len=34"
